Year,Global Mean,Moscow,Riyadh,New Delhi,Beijing,Canberra,Phoenix,Madrid
1985,-0.3051601761214897,-1.2177423659466058,-0.03795224208215586,0.12947084351100102,-0.8065697386689408,-0.16302148611657685,-0.4828720160435296,0.7001692497665317
1986,-0.05483139653961189,-0.4198767094385403,-0.4684055465941128,-0.3504718824299289,-0.5243225653553054,-0.45281091638548787,-0.179548948161937,0.06133226074598497
1987,0.19546202551146052,-2.2826132967088597,0.7941086146468024,1.469449375665306,-0.2147975463194598,-0.10424793840866187,-0.18596035620885232,0.615269307626022
1988,0.26212634003081803,0.4208850304457883,0.22200235101558974,0.5975964342029556,-0.13199248429532418,0.6657790200792988,0.5535883398938495,0.0027579782972679823
1989,0.054921068503517745,2.0366876079629037,-0.4670119351433186,0.010440240448701843,0.5173055113416467,-0.10275201357694641,1.2563212612408279,1.0060248352601775
1990,0.3950437206949573,1.0780390647480544,0.3901822112470654,-0.16451676419126215,-0.23528734847127453,0.3881936285906704,-0.3400906937304171,0.6662380914058303
1991,0.1539847751207617,0.8234428187704452,0.2834529542501514,0.3681050589549386,-0.368134100842326,0.39386497001987664,-0.243460025020795,-0.1409003489702627
1992,-0.19389053384338695,0.49796600870217844,-1.4255053701972429,0.06454350285611099,0.05596007844633277,-0.9811542490551801,-0.670278431848601,-0.26963853274264693
1993,-0.2162701944798755,-0.9452358478786209,-0.2111495492033555,0.39290769837157313,0.004616039004076811,-0.13554566925927247,-0.4445510411660507,-0.9959164013171176
1994,0.015312590086750788,-0.9125958564411576,0.2650824289491993,0.06431825097013188,0.6557207437219859,-0.4119606577801278,0.276495584525037,0.6325365531183706
1995,0.2115816968098443,1.1506955533272958,-0.34760899628577135,0.005624525886048559,-0.012454323025167469,-0.6136523884456437,0.3448206737411965,1.1936011899392724
1996,-0.34850169267019737,-0.5884609838078632,0.08477886063860751,-0.6934517971930632,-0.6495063292068153,-0.8304035760995703,0.9862543046074279,-0.03586702210486692
1997,-0.039174638899794445,-0.7019953994863499,-0.6203406701993117,-1.6062139409234533,0.4084136021313043,0.5325123417578652,0.47722469978089066,0.6512242021422026
1998,0.41770006515162095,-1.1161161898030514,0.7974694229185388,-0.42412919046148545,0.5738115745043615,0.6027503944235377,-1.0146656016777342,0.08180967713406062
1999,0.13851646245302618,0.6258111667270896,0.8180065032738639,0.291614710052329,0.6893999902561063,-0.10000558021147299,0.12569570492041748,-0.07360888814491773
2000,-0.19780088644870375,0.6004163087754932,0.23616192828831117,-0.08971954406951,-0.2383209064728362,-0.35578487902284905,0.3412407484815958,0.08276513716418776
2001,0.07177292079040853,-0.1381320624855107,0.3298592819469377,-0.1362166696239342,-0.11468558833871612,0.012444968693216651,0.27601249775489123,0.1518839014988771
2002,0.17123690760763566,0.41489627755299807,0.08121526346758401,0.8861931576078064,0.38684403059551187,0.21293591606126938,0.3535033843813835,0.04756576423460501
2003,0.05841578103468237,-0.6126910539210257,0.4269974509754775,-0.7226548572961633,-0.04592687388822014,0.09737253339380914,0.4337903126584024,0.32111077419904177
2004,0.028078828180241544,-0.18204517995445713,0.07377933079897048,0.5074236118360886,0.3309897353192355,0.2346024769410633,-0.1965666588212116,-0.3718109025917329
2005,0.20797263107579056,-0.04521077828212583,0.21394371543851776,-0.12272914983924466,-0.055282118344393893,0.4525066060775771,0.11355551681799625,-0.1394756333256737
2006,0.16154323464320441,-0.6518643625759069,-0.052259150966392554,0.8878939377559618,0.177825924495437,0.6024948329134077,0.21626865598227596,0.4769788866851741
2007,0.2237515763824831,0.8622213620865296,0.05928938392867167,0.3777938511842649,0.7137855435264555,0.7369048039327026,0.363739506719412,-0.9076707312306098
2008,-0.05773388667444124,1.1361760343775131,-0.34298172479770983,-0.15873619666376726,-0.14332611281452046,-0.36328813906789037,-0.4241039524563348,-0.8188761472310944
2009,-0.08672174827870549,-0.024336283204320353,0.24626809902520108,0.9960772317119222,0.07099901211449833,0.773717761724356,0.28755273158003547,0.4454195234507097
2010,0.10395107750787247,0.06043294449773384,0.8612490604764389,0.8012490288894014,-0.9755755074686476,-0.007625589393910559,-0.3233119255451129,-0.8742746859820727
2011,-0.28906013587743473,0.037792067093505466,-0.4463725806790535,-0.2986712445844546,-0.4203482555478786,-0.30366218656308774,-0.28480461328626916,0.14177999400135377
2012,-0.1651999685127521,-0.8859600872915507,-0.09355849436201424,-0.37689525863152085,-0.8138868590767743,-0.8523986215802779,0.4722885355440667,-0.3012467588646359
2013,-0.12484073485097724,-0.002968294049424003,-0.7674424696363076,-0.7500734038767405,-0.5297569918832323,0.3563884942268487,-0.48803711772416136,-0.952378382079587
2014,-0.2181228157512578,0.4289244292422154,-0.2839729928293764,-0.16371959633579536,0.5986062874385425,0.49735126046698497,0.22365324135989795,-0.04824817642520429
2015,0.16921160128549673,0.6292615396150723,0.342445639183552,-0.2676751446023786,0.1168267581863347,-0.11707135801566437,-0.019807135249720886,0.30863531317709203
2016,0.1646344400878661,-0.20575945316477373,-0.18127739390911302,0.5636397853078279,-0.0035989976090604614,0.3548564786226507,0.21618258252510714,-0.07115052069502781
2017,0.05284418698420268,-0.5378389885518118,0.07628490984416203,0.22207089651982415,0.30458976223962964,-0.021038813602672235,0.6680420724196665,0.48738211492764094
2018,-0.2174286892757209,-0.4409211583420074,0.12224314614763898,0.19699807184611018,-0.11284280211089026,0.26992172038671924,0.09700180318213825,-0.5699049635491065
2019,-0.025853378144347516,0.7780482366833894,-0.2162237299210119,-0.21384919652575718,0.4759148327764251,0.6432043891845751,-0.9349265064365682,-0.0014346076873152924
2020,0.09366509108031096,1.195576764883299,-0.3975812945329835,-0.5237765726583348,0.058045284089303095,-0.15302186189683198,0.5022803369238318,0.17915182509068472
2021,-0.06300536167941573,-0.8196832299918242,0.37647977848268965,0.009494996182752402,-0.298641389578961,-1.014234327779377,-0.052284649159901164,-0.4518212023244814
2022,-0.3128813379860276,-0.5292979100518096,0.028353287954359985,0.16468255101324303,-0.26205290307120777,-0.7002291510407304,-0.489612675625267,0.757806954598891
2023,0.2370425332544528,-0.24399725576540732,-0.13321442822712015,-0.25001688668271527,0.3590338881433581,-0.11594407582265376,-0.48225012918919674,0.39446207711080206
