"Time","Temperature"
1,-0.0063659765611918
2,0.00441410563411094
3,0.012051003392521
4,0.0466706916793094
5,0.0648440734699522
6,-0.0119730157112281
7,0.0245844053569366
8,0.0358256213857337
9,0.0567807668841826
10,-0.00917629421775924
11,0.00542474573031329
12,0.000740067238348541
13,0.00375306855921138
14,-0.0019515388447116
15,-0.0114799793725129
16,-0.0256109377241466
17,-0.0508761185648962
18,-0.0192972408379027
19,0.00414257728932985
20,0.041388263417169
21,-0.0400708720947626
22,-0.0890669824078858
23,0.0226971069553515
24,-0.00982487294083297
25,0.0224003983132691
26,0.0145253287236679
27,0.00892152380567676
28,0.0931388933600741
29,0.0194008142212358
30,-0.0598712213610423
31,-0.0050187792865804
32,0.00180411174194605
33,0.0682099774571546
34,0.043771158742166
35,0.0950484094092108
36,0.110661055578557
37,0.0284360780172299
38,0.0309794070435875
39,0.0186753789692107
40,0.0270146111894746
41,-0.0202651995295989
42,0.00239700530060844
43,0.0273850648674307
44,0.0478337726558061
45,-0.0484898908920833
46,-0.041530436434802
47,-0.0507757816178732
48,-0.0453376633289663
49,-0.0562732937203124
50,0.0078374922794744
51,-0.0221349977360231
52,-0.0355261422124963
53,0.0195800124429878
54,-0.0079918969957614
55,0.0402959000138468
56,0.0162787940891271
57,-0.0350169929702593
58,-0.0628511985635907
59,0.0145471507132189
60,-0.0626563347364458
61,-0.0231628856504313
62,0.0273667337722466
63,-0.0145941898937129
64,-0.00667055012153645
65,0.0502763656939264
66,0.010494836122133
67,0.00450930903459193
68,0.00715894329497457
69,0.101242333042364
70,-0.0563733448330765
71,-0.037630033444076
72,0.013879399007542
73,0.0640035533727637
74,-0.008835728035505
75,-0.0120993745208541
76,0.00730520291589402
77,-0.0185315214463115
78,0.0303661079717143
79,0.0229021525299629
80,0.0836104769861614
81,0.0562284349875376
82,0.00853547729887477
83,0.0222027633325327
84,-0.0369755831328948
85,-0.0260491458193055
86,-0.0418447227081957
87,0.00944021499345108
88,0.00351371737293345
89,0.105757539981114
90,0.0749096081457737
91,0.0119292738279858
92,0.0700404549133297
93,0.0286102365714606
94,0.0310025712793208
95,-0.00883537865631313
96,-0.0715990887698088
97,-0.0281000863844332
98,-0.0642461907776715
99,-0.0120928069691351
100,0.035606668748225
101,-0.0441201649503163
102,-0.019851887089369
103,0.000478890598455452
104,0.00809881705218436
105,-0.0253208676397011
106,0.0203796160879656
107,-0.0161637297140875
108,-0.0113166832746185
109,0.00733042792578467
110,-0.021909722870542
111,-0.0012616302788684
112,-0.00185465830414405
113,-0.0323764358236161
114,-0.0246106884398677
115,-0.0105314364935971
116,0.00426473267435523
117,0.00891826264757374
118,0.0791881672823443
119,-0.0367448201255093
120,-0.0437709233211923
121,-0.0137448953158912
122,-0.0080040500391132
123,0.0244894184420905
124,-0.0377264137957219
125,0.171426517136747
126,0.0333864576002603
127,-0.0221589445867467
128,-0.0176581645378352
129,-0.0665102429358333
130,-0.0475816841379279
131,-0.0576056403555963
132,-0.0201996953746803
133,-0.00844045358074594
134,-0.0493288048997941
135,-0.0539927181564699
136,0.0224826967198573
137,0.0198602029591291
138,-0.0451986693246871
139,-0.0254727478526051
140,-0.00211511967102621
141,0.0722075581518414
142,-0.0255280421717064
143,-0.010440030876196
144,0.00882975675333224
145,-0.0257659019071918
146,0.0146527812818633
147,-0.0197643128815875
148,0.00867214815403165
149,0.0286582981888772
150,0.0154388822141399
151,-0.0488240032336588
152,-0.0182988712267493
153,-0.0184534015661685
154,0.0239659976256428
155,-0.0296514743730671
156,0.040686713863684
157,0.0214642872382095
158,0.0160338952612272
159,-0.00228638456148824
160,-0.0275211383257187
161,0.00989719900084212
162,0.0581900097469273
163,0.0523099876427911
164,0.00450284821779683
165,0.030561994349297
166,0.0200735566852407
167,-0.00757477351811104
168,-0.015342983277846
169,-0.0241122703477177
170,-0.0433710673675848
171,-0.00842607747310402
172,0.0117997887638386
173,-0.000772923449111224
174,0.0466675009942354
175,-0.0514977836967316
176,-0.0217348343566713
177,0.016397575722619
178,0.0272418760439026
179,0.00319393179255691
180,-0.0668752750100174
181,-0.0348580129191755
182,0.00546519150877602
183,-0.0141684272562768
184,-0.00734187896283251
185,-0.0297059481687247
186,-0.00458907997338028
187,0.0517634025944924
188,0.0191778162359071
189,-0.0110673295457568
190,0.0117221074030712
191,-0.0181941235724041
192,0.0722597260306763
193,-0.0214600027790465
194,0.0142588243862169
195,0.0669638064402878
196,0.0199696796757418
197,0.0799968233678252
198,0.0565143147732224
199,0.0256125822228763
200,-0.0432054114595287
201,0.035605747343856
202,-0.0136684141719156
203,-0.0078357577746857
204,-0.0219355245249669
205,0.0245639644738946
206,0.0137244941280587
207,0.0903222183224519
208,0.0367994409456394
209,-0.0284517669178262
210,0.0362754044473873
211,0.0518401004761085
212,0.0596002042121257
213,0.0176774639050897
214,0.0386860773476301
215,-0.0270560695350965
216,-0.0152105680293809
217,-0.0144684015240435
218,0.00251346101054999
219,-0.0436811456759761
220,-0.0228098376178993
221,-0.0305007079141226
222,-0.0636345715171409
223,-0.0508480147730693
224,0.000420720472496078
225,0.0255480915720702
226,0.0179787964287985
227,0.0507588712039978
228,0.0371752660217338
229,0.0364223556267486
230,0.042561677642737
231,-0.0180531270428573
232,0.0232371737225802
233,0.0458503844292866
234,-0.0216659875657382
235,0.0154284011792015
236,-0.031469041181505
237,-0.0217832352152347
238,0.0266988006161611
239,0.0864821113747989
240,0.122483707968699
241,0.0067600321073607
242,0.0521424884374644
243,0.0458942716609218
244,0.0472169885464468
245,0.122144088790262
246,0.130911249370475
247,0.119767969076676
248,0.105231200514288
249,0.0753569178581914
250,0.0675867130380236
251,0.081655407221234
252,-0.0197109996350232
253,0.069361816308843
254,0.0220248527282786
255,-0.00797285140401379
256,0.0219439573599202
257,0.0130931023813167
